Unnamed: 0,tconst,primaryTitle,originalTitle,runtimeMinutes,numVotes,label,year
11,tt0013257,Haxan,Häxan,91,13679.0,True,1922
12,tt0013556,Robin Hood,,143,2178.0,True,1922
16,tt0014341,Our Hospitality,Our Hospitality,65,10911.0,True,1923
19,tt0014538,Three Ages,,63,4312.0,True,1923
50,tt0017925,The General,,67,87784.0,True,1926
54,tt0018192,Napoleon,Napoléon vu par Abel Gance,330,7622.0,True,1927
57,tt0018526,Underworld,,80,2912.0,True,1927
64,tt0018806,The Crowd,The Crowd,98,8197.0,True,1928
74,tt0019788,Coquette,Coquette,76,2127.0,False,1929
112,tt0023871,A Song of Lisbon,A Canção de Lisboa,85,1432.0,True,1933
117,tt0023969,Duck Soup,Duck Soup,69,59069.0,True,1933
138,tt0025410,Little Miss Marker,Little Miss Marker,80,1277.0,True,1934
152,tt0026529,The Informer,The Informer,91,6255.0,True,1935
168,tt0027914,Love on the Run,,80,1219.0,False,1936
175,tt0028212,Sabotage,Sabotage,76,16166.0,True,1936
177,tt0028249,Show Boat,,113,3236.0,True,1936
191,tt0028944,The Good Earth,The Good Earth,138,4801.0,True,1937
198,tt0029314,Humanity and Paper Balloons,,86,1995.0,True,1937
209,tt0029995,The Citadel,,110,2066.0,True,1938
228,tt0031334,The Four Feathers,,129,5917.0,True,1939
233,tt0031398,Gunga Din,,117,11628.0,True,1939
254,tt0032181,Abe Lincoln in Illinois,,110,1792.0,True,1940
293,tt0033774,Johnny Eager,,107,2986.0,True,1941
305,tt0034241,Sun Valley Serenade,Sun Valley Serenade,86,1552.0,True,1941
309,tt0034493,The Children Are Watching Us,I bambini ci guardano,84,2653.0,True,1944
316,tt0034798,The Glass Key,,85,6214.0,True,1942
325,tt0035093,Mrs. Miniver,,134,17125.0,True,1942
334,tt0035432,This Gun for Hire,,81,9003.0,True,1942
339,tt0035640,The Ape Man,,64,1287.0,False,1943
347,tt0036230,Old Acquaintance,,110,3399.0,True,1943
358,tt0036775,Double Indemnity,Double Indemnity,107,151373.0,True,1944
364,tt0037008,Laura,Laura,88,45504.0,True,1944
368,tt0037059,Meet Me in St. Louis,Meet Me in St. Louis,113,22805.0,True,1944
369,tt0037075,Ministry of Fear,Ministry of Fear,86,7600.0,True,1944
393,tt0038000,Pride of the Marines,,120,1435.0,True,1945
396,tt0038120,Story of G.I. Joe,Story of G.I. Joe,108,3217.0,True,1945
398,tt0038238,Johnny in the Clouds,The Way to the Stars,109,1485.0,True,1945
401,tt0038387,The Brute Man,,58,1376.0,False,1946
404,tt0038589,The Harvey Girls,The Harvey Girls,102,3941.0,True,1946
421,tt0039074,Utamaro and His Five Women,,106,1250.0,True,1946
426,tt0039286,Crossfire,,86,8262.0,True,1947
432,tt0039502,It Happened on Fifth Avenue,,116,4432.0,True,1947
435,tt0039566,Life with Father,,118,5222.0,True,1947
447,tt0039768,Ride the Pink Horse,,101,2926.0,True,1947
448,tt0039822,Le Silence de la Mer,Le silence de la mer,87,4782.0,True,1949
454,tt0040308,Easter Parade,Easter Parade,103,9453.0,True,1948
460,tt0040506,Key Largo,Key Largo,100,39422.0,True,1948
482,tt0041113,All the King's Men,All the King's Men,110,14494.0,True,1949
491,tt0041546,Kind Hearts and Coronets,,106,36381.0,True,1949
568,tt0045009,Park Row,,83,1683.0,True,1952
576,tt0045251,Othello,,90,8369.0,True,1951
582,tt0045551,Beneath the 12-Mile Reef,,102,1368.0,False,1953
590,tt0045848,Sawdust and Tinsel,,93,6558.0,True,1953
593,tt0045911,Inferno,Inferno,83,1419.0,True,1953
596,tt0046008,The Living Desert,The Living Desert,69,1459.0,True,1953
598,tt0046040,Man on a Tightrope,,105,1456.0,True,1953
601,tt0046264,Sadko,,85,1071.0,False,1953
614,tt0046998,French Cancan,French Cancan,102,4009.0,True,1955
616,tt0047123,It Should Happen to You,,86,3807.0,True,1954
620,tt0047437,Sabrina,,113,62736.0,True,1954
625,tt0047522,A Star Is Born,,154,17231.0,True,1954
632,tt0047849,Bad Day at Black Rock,Bad Day at Black Rock,81,20848.0,True,1955
641,tt0048140,Guys and Dolls,,150,16921.0,True,1955
658,tt0048613,Shree 420,Shree 420,168,2720.0,True,1955
673,tt0049103,The Creature Walks Among Us,,78,3430.0,False,1956
679,tt0049261,Giant,Giant,201,37368.0,True,1956
698,tt0049794,The Flying Carpet,Starik Khottabych,86,1297.0,True,1957
699,tt0049829,Tea and Sympathy,Tea and Sympathy,122,2668.0,True,1956
711,tt0050322,Do Ankhen Barah Haath,,143,1772.0,True,1957
721,tt0050546,The Invisible Boy,,90,1415.0,False,1957
732,tt0050986,Wild Strawberries,,91,103346.0,True,1957
759,tt0051993,Night of the Blood Beast,,62,2028.0,False,1958
762,tt0052046,The Philosopher's Stone,Parash Pathar,111,1158.0,True,1958
765,tt0052131,The Return of Dracula,,77,1319.0,False,1958
771,tt0052279,Teenage Cave Man,Teenage Cave Man,65,1537.0,False,1958
785,tt0052698,Classe Tous Risques,Classe tous risques,110,3575.0,True,1960
810,tt0053137,On the Beach,,134,12677.0,True,1959
816,tt0053250,First Spaceship on Venus,Der schweigende Stern,93,2820.0,False,1960
817,tt0053285,Sleeping Beauty,Sleeping Beauty,75,143102.0,True,1959
819,tt0053337,Teenagers from Outer Space,Teenagers from Outer Space,86,3388.0,False,1959
824,tt0053434,Warlock,Warlock,121,5998.0,True,1959
826,tt0053472,Breathless,À bout de souffle,90,78150.0,True,1960
847,tt0053976,The Virgin Spring,,89,28302.0,True,1960
855,tt0054119,Innocent Sorcerers,Niewinni czarodzieje,87,1283.0,True,1960
885,tt0054731,Cash on Demand,Cash on Demand,89,2088.0,True,1961
892,tt0054923,Gidget Goes Hawaiian,Gidget Goes Hawaiian,101,1022.0,False,1961
906,tt0055277,The Parent Trap,,129,20633.0,True,1961
912,tt0055539,Town Without Pity,,105,1791.0,True,1961
914,tt0055597,Victim,,90,5810.0,True,1961
942,tt0056141,A Kind of Loving,A Kind of Loving,113,2052.0,True,1962
943,tt0056142,King Kong vs. Godzilla,King Kong vs. Godzilla,97,10084.0,False,1963
948,tt0056217,The Man Who Shot Liberty Valance,The Man Who Shot Liberty Valance,123,73331.0,True,1962
965,tt0056868,Billy Liar,,98,6420.0,True,1963
968,tt0056945,The Organiser,I compagni,130,2757.0,True,1963
970,tt0056982,Business People,,84,1154.0,True,1963
975,tt0057163,Hud,Hud,112,21102.0,True,1963
1007,tt0057967,The Sucker,Le corniaud,111,6792.0,True,1965
1026,tt0058404,The Night of the Iguana,,125,11471.0,True,1964
1040,tt0058777,Zulu,Zulu,138,38064.0,True,1964
1057,tt0059229,Juliet of the Spirits,,137,13212.0,True,1965
1067,tt0059538,Old Surehand,Old Surehand,90,1427.0,False,1965
1072,tt0059646,Repulsion,Repulsion,105,51761.0,True,1965
1088,tt0060177,The Blue Max,The Blue Max,156,6759.0,True,1966
1108,tt0060675,Masculin Feminin,,110,14106.0,True,1966
1113,tt0060934,The Sand Pebbles,,182,14421.0,True,1966
1116,tt0061113,Trans-Europ-Express,Trans-Europ-Express,105,1743.0,True,1966
1125,tt0061198,Old Firehand,Winnetou und sein Freund Old Firehand,98,1134.0,False,1966
1135,tt0061465,Chelsea Girls,Chelsea Girls,210,1294.0,False,1966
1143,tt0061592,Doomsday Machine,Doomsday Machine,83,1134.0,False,1972
1146,tt0061619,El Dorado,,126,26039.0,True,1966
1155,tt0061765,Hillbillys in a Haunted House,,86,1243.0,False,1967
1161,tt0061826,It!,,96,1060.0,False,1967
1177,tt0062266,The Shuttered Room,The Shuttered Room,99,1719.0,False,1967
1184,tt0062467,Wait Until Dark,Wait Until Dark,108,29655.0,True,1967
1200,tt0063000,Gamera vs. Viras,Gamera tai uchu kaijû Bairasu,75,1532.0,False,1968
1202,tt0063032,The Great Silence,Il grande silenzio,105,14956.0,True,1968
1218,tt0063458,La Prisonniere,La prisonnière,106,1397.0,True,1968
1238,tt0064106,Le Boucher,Le boucher,93,8328.0,True,1970
1246,tt0064276,Easy Rider,Easy Rider,95,106677.0,True,1969
1252,tt0064429,High School,High School,75,1923.0,True,1968
1253,tt0064443,Horror House,,92,1005.0,False,1969
1260,tt0064691,Moon Zero Two,,100,1517.0,False,1969
1261,tt0064816,La Piscine,,122,9540.0,True,1969
1285,tt0065531,Le Cercle Rouge,,140,24360.0,True,1970
1289,tt0065662,The Pizza Triangle,Dramma della gelosia (tutti i particolari in cronaca),107,1478.0,True,1970
1291,tt0065744,The Shiver of the Vampires,Le frisson des vampires,95,1767.0,False,1971
