Unnamed: 0,tconst,primaryTitle,originalTitle,runtimeMinutes,numVotes,label,year
4,tt0010600,The Doll,Die Puppe,66,1898.0,True,1919
7,tt0011841,Way Down East,Way Down East,145,5376.0,True,1920
9,tt0012494,Destiny,Der müde Tod,97,5842.0,True,1921
25,tt0015163,The Navigator,The Navigator,59,9652.0,True,1924
38,tt0016220,The Phantom of the Opera,The Phantom of the Opera,93,17887.0,True,1925
42,tt0016630,Battling Butler,Battling Butler,77,3285.0,True,1926
81,tt0021015,Juno and the Paycock,,85,2275.0,False,1929
123,tt0024184,The Invisible Man,The Invisible Man,71,33562.0,True,1933
125,tt0024216,King Kong,King Kong,100,83177.0,True,1933
135,tt0025028,Dames,,91,2038.0,True,1934
215,tt0030341,The Lady Vanishes,The Lady Vanishes,96,50707.0,True,1938
222,tt0031143,The Cat and the Canary,,72,2967.0,True,1939
231,tt0031385,"Goodbye, Mr. Chips",,114,10311.0,True,1939
239,tt0031647,Midnight,,94,4904.0,True,1939
242,tt0031762,Only Angels Have Wings,,121,13595.0,True,1939
253,tt0032156,The Story of the Last Chrysanthemum,Zangiku monogatari,143,3600.0,True,1939
265,tt0032520,The Ghost Breakers,,85,3378.0,True,1940
272,tt0032904,The Philadelphia Story,,112,66874.0,True,1940
276,tt0033022,Saps at Sea,Saps at Sea,56,2766.0,True,1940
279,tt0033152,The Thief of Bagdad,,106,12840.0,True,1940
300,tt0033945,Never Give a Sucker an Even Break,,71,2315.0,True,1941
317,tt0034862,Holiday Inn,Holiday Inn,100,14436.0,True,1942
321,tt0035009,The Mad Monster,,77,1720.0,False,1942
348,tt0036260,Phantom Lady,Phantom Lady,87,4833.0,True,1944
357,tt0036716,Cobra Woman,Cobra Woman,71,1101.0,False,1944
367,tt0037055,The Mask of Dimitrios,,95,3530.0,True,1944
390,tt0037913,Mildred Pierce,Mildred Pierce,111,24727.0,True,1945
391,tt0037939,The Naughty Nineties,The Naughty Nineties,76,1957.0,True,1945
394,tt0038057,Scarlet Street,,102,15930.0,True,1945
400,tt0038355,The Big Sleep,,114,83357.0,True,1946
407,tt0038733,Stairway to Heaven,A Matter of Life and Death,104,21218.0,True,1946
428,tt0039305,Dead Reckoning,,100,7368.0,True,1947
437,tt0039631,Monsieur Verdoux,,124,16962.0,True,1947
442,tt0039676,The October Man,The October Man,95,1260.0,True,1947
471,tt0040724,Red River,,133,30065.0,True,1948
473,tt0040737,Bitter Rice,,108,4052.0,True,1949
474,tt0040795,Sitting Pretty,,83,2332.0,True,1948
475,tt0040843,The Street with No Name,The Street with No Name,91,2910.0,True,1948
480,tt0040970,The Winslow Boy,,117,1422.0,True,1948
511,tt0042395,Devil's Doorway,,84,1544.0,True,1950
513,tt0042451,Father of the Bride,,92,10941.0,True,1950
517,tt0042742,Mister 880,Mister 880,90,1519.0,True,1950
519,tt0042792,No Way Out,No Way Out,106,4931.0,True,1950
528,tt0043278,An American in Paris,,114,32528.0,True,1951
530,tt0043332,Beautiful,,114,4439.0,True,1951
540,tt0043769,The Magic Box,,118,1241.0,True,1951
545,tt0043918,The Little World of Don Camillo,Don Camillo,107,4348.0,True,1952
546,tt0043927,La Poison,La poison,85,1262.0,True,1951
575,tt0045205,Sudden Fear,Sudden Fear,110,5993.0,True,1952
583,tt0045554,Welcome Mr. Marshall!,"Bienvenido, Mister Marshall!",78,4153.0,True,1953
586,tt0045793,From Here to Eternity,,118,45651.0,True,1953
600,tt0046248,Robot Monster,Robot Monster,66,4924.0,False,1953
623,tt0047494,The Silver Chalice,,142,1562.0,False,1954
629,tt0047647,Vera Cruz,Vera Cruz,94,9802.0,True,1954
645,tt0048337,A Man Called Peter,A Man Called Peter,119,1007.0,True,1955
646,tt0048342,The Man from Laramie,The Man from Laramie,103,10440.0,True,1955
648,tt0048380,Mister Roberts,,123,16258.0,True,1955
697,tt0049783,The Forty-First,Sorok pervyy,88,1484.0,True,1956
706,tt0050105,An Affair to Remember,,115,29423.0,True,1957
713,tt0050356,The Enemy Below,,98,10685.0,True,1957
730,tt0050858,The Pride and the Passion,,132,2733.0,False,1957
736,tt0051047,The Tall T,,78,5001.0,True,1957
740,tt0051337,The 7th Voyage of Sinbad,,88,12888.0,True,1958
746,tt0051507,Curse of the Faceless Man,,67,1035.0,False,1958
766,tt0052151,Run Silent Run Deep,,93,11169.0,True,1958
768,tt0052188,She Gods of Shark Reef,She Gods of Shark Reef,63,1002.0,False,1958
783,tt0052646,The Brain That Wouldn't Die,,82,6802.0,False,1962
789,tt0052735,The Devil's Disciple,,83,2382.0,True,1959
795,tt0052876,The Hanging Tree,,107,4083.0,True,1959
811,tt0053183,Pork Chop Hill,,97,4527.0,True,1959
815,tt0053242,Sapphire,,92,1730.0,True,1959
838,tt0053765,The Goddess,,93,2182.0,True,1960
840,tt0053796,The Entertainer,The Entertainer,96,3278.0,True,1960
846,tt0053967,The Young One,The Young One,96,2716.0,True,1960
858,tt0054189,Purple Noon,,118,15669.0,True,1960
872,tt0054387,The Time Machine,,103,39561.0,True,1960
897,tt0055032,Jules and Jim,Jules et Jim,105,40021.0,True,1962
907,tt0055294,The Phantom Planet,,82,2898.0,False,1961
938,tt0056059,Hatari!,,157,12556.0,True,1962
947,tt0056215,Mamma Roma,,106,8890.0,True,1962
957,tt0056537,Subarnarekha,,143,1035.0,True,1965
962,tt0056732,The Exterminating Angel,El ángel exterminador,95,32160.0,True,1962
977,tt0057180,The Incredible Journey,,80,4480.0,True,1963
981,tt0057239,The L-Shaped Room,,126,1905.0,True,1962
983,tt0057344,Any Number Can Win,,118,3390.0,True,1963
986,tt0057490,The Servant,The Servant,116,11433.0,True,1963
989,tt0057530,A Stitch in Time,A Stitch in Time,89,1122.0,True,1963
994,tt0057579,The Three Lives of Thomasina,,97,2287.0,True,1963
1002,tt0057859,Monstrosity,,65,2705.0,False,1963
1005,tt0057933,The Chalk Garden,,106,2091.0,True,1964
1010,tt0058050,The Earth Dies Screaming,,62,1727.0,False,1964
1016,tt0058213,"Hush...Hush, Sweet Charlotte","Hush...Hush, Sweet Charlotte",133,14036.0,True,1964
1025,tt0058390,The Naked Kiss,,90,7570.0,True,1964
1035,tt0058576,Seven Days in May,Seven Days in May,118,15215.0,True,1964
1051,tt0059124,Dr. Goldfoot and the Bikini Machine,,88,2181.0,False,1965
1059,tt0059287,How to Stuff a Wild Bikini,How to Stuff a Wild Bikini,93,1450.0,False,1965
1085,tt0060074,Agent for H.A.R.M.,Agent for H.A.R.M.,84,1444.0,False,1966
1099,tt0060474,La Grande Vadrouille,La grande vadrouille,132,17162.0,True,1966
1105,tt0060635,Dragon Inn,Long men kezhan,111,2728.0,True,1967
1154,tt0061759,The Hellcats,The Hellcats,90,1803.0,False,1968
1162,tt0061855,When I Am Dead and Gone,,79,1180.0,True,1967
1164,tt0061955,The Bride Wore Black,,107,9110.0,True,1968
1166,tt0061994,Plucked,,86,1400.0,False,1968
1175,tt0062229,Le Samourai,,105,49085.0,True,1967
1191,tt0062765,Bullitt,Bullitt,114,66228.0,True,1968
1201,tt0063023,The Adventures of Goopy and Bagha,,132,2405.0,True,1969
1214,tt0063288,Be Sick... It's Free,Il medico della mutua,98,1498.0,True,1968
1233,tt0063845,The Golden Calf,,164,2712.0,True,1968
1239,tt0064107,A Boy Named Charlie Brown,A Boy Named Charlie Brown,86,4856.0,True,1969
1242,tt0064155,Charro!,,98,1920.0,False,1969
1281,tt0065446,The Ballad of Cable Hogue,,121,9288.0,True,1970
1297,tt0065969,The Last Valley,,125,3125.0,True,1971
1309,tt0066289,The Cruise,Rejs,65,3318.0,True,1970
1316,tt0066498,The Ear,Ucho,94,2763.0,True,1990
1347,tt0067108,Delusions of Grandeur,,108,6943.0,True,1971
1354,tt0067227,The Merchant of Four Seasons,,88,4616.0,True,1972
1363,tt0067464,The Girl on a Broomstick,Dívka na kosteti,76,1251.0,True,1972
1364,tt0067487,The Night Evelyn Came Out of the Grave,La notte che Evelyn uscì dalla tomba,103,2435.0,False,1971
1385,tt0067995,Women in Cages,,81,1577.0,False,1971
1425,tt0068918,Manson,,83,1003.0,True,1973
1429,tt0069024,Nothing But the Night,,90,1741.0,False,1973
1431,tt0069035,The New Land,Nybyggarna,202,4390.0,True,1972
1439,tt0069289,Snoopy Come Home,Snoopy Come Home,81,4537.0,True,1972
1442,tt0069400,Trafic,Trafic,96,6355.0,True,1971
1451,tt0069737,Distant Thunder,,101,1458.0,True,1973
1480,tt0070439,Unbelievable Adventures of Italians in Russia,,104,5541.0,True,1974
1506,tt0071230,Blazing Saddles,,93,133304.0,True,1974
1511,tt0071486,White Collar Blues,,108,6015.0,True,1975
1514,tt0071532,The Gambler,,111,4984.0,True,1974
1515,tt0071544,General Idi Amin Dada: A Self Portrait,,92,1862.0,True,1974
1523,tt0071853,Monty Python and the Holy Grail,Monty Python and the Holy Grail,91,522043.0,True,1975
1525,tt0071908,A Jungle Book of Regulations,Nie ma rózy bez ognia,91,1091.0,True,1974
1526,tt0071956,Written Off,Otpisani,88,1214.0,True,1974
1529,tt0072245,TNT Jackson,TNT Jackson,72,1181.0,False,1974
1542,tt0072867,Sharon's Baby,I Don't Want to Be Born,95,1248.0,False,1975
1577,tt0073691,Tarzoon: Shame of the Jungle,"Tarzoon, la honte de la jungle",85,1224.0,False,1975
1600,tt0074478,Emanuelle in Bangkok,,92,1045.0,False,1976
1608,tt0074593,Grizzly,,91,4754.0,False,1976
1649,tt0075788,"Bruce Lee, the Legend",,88,1092.0,True,1984
1655,tt0075902,Man of Marble,,165,4238.0,True,1977
1656,tt0075936,Desperate Living,,90,5265.0,True,1977
1658,tt0075984,Emanuelle and the Last Cannibals,,94,2894.0,False,1977
1661,tt0076009,Exorcist II: The Heretic,Exorcist II: The Heretic,117,23979.0,False,1977
1662,tt0076085,A Special Day,,106,13388.0,True,1977
1674,tt0076391,Mimino,Mimino,95,5776.0,True,1977
1683,tt0076740,Sorcerer,,121,20272.0,True,1977
1699,tt0077288,La Cage aux Folles,,97,10532.0,True,1978
1715,tt0077707,The Hypothesis of the Stolen Painting,L'hypothèse du tableau volé,66,1082.0,True,1978
1723,tt0077904,The Manitou,The Manitou,104,2804.0,False,1978
1730,tt0078252,Snake in the Eagle's Shadow,,97,11419.0,True,1978
1746,tt0078788,Apocalypse Now,,147,636802.0,True,1979
1751,tt0078935,Cannibal Holocaust,Cannibal Holocaust,95,53698.0,False,1980
1757,tt0079027,The Dark,The Dark,92,1525.0,False,1979
1762,tt0079221,Hanky Panky,Golmaal,120,18804.0,True,1979
1779,tt0079788,Zombie Holocaust,Zombi Holocaust,84,5319.0,False,1980
1780,tt0079833,Lupin III: The Castle of Cagliostro,,100,29399.0,True,1979
1784,tt0079889,Sankarabharanam,,143,2117.0,True,1980
1789,tt0080100,The Visitor,,108,3581.0,False,1979
1796,tt0080421,Battle Beyond the Stars,Battle Beyond the Stars,104,8828.0,False,1980
1801,tt0080492,Can't Stop the Music,,124,4062.0,False,1980
1820,tt0081229,Night of the Demon,,92,1836.0,False,1980
1844,tt0082162,Chashme Buddoor,,145,2427.0,True,1981
1845,tt0082183,La Chevre,La chèvre,90,8746.0,True,1981
1859,tt0082427,The Funhouse,,96,13250.0,False,1981
1861,tt0082436,The Grilling,Garde à vue,87,4613.0,True,1981
1866,tt0082511,Hell Night,Hell Night,101,7238.0,False,1981
1869,tt0082640,Lady Chatterley's Lover,,104,2727.0,False,1981
1878,tt0082744,Midnight,Midnight,94,1019.0,False,1982
1891,tt0082958,The Pursuit of D.B. Cooper,,100,1174.0,False,1981
1893,tt0083006,Rollover,,116,1222.0,False,1981
