Unnamed: 0,tconst,primaryTitle,originalTitle,runtimeMinutes,numVotes,label,year
14,tt0014109,The Saga of Gosta Berling,,183,1231.0,True,1924
32,tt0015841,The Freshman,The Freshman,77,5374.0,True,1925
47,tt0017271,By the Law,,80,1057.0,True,1926
56,tt0018451,The Student Prince in Old Heidelberg,,106,1459.0,True,1927
62,tt0018742,The Cameraman,The Cameraman,76,11388.0,True,1928
69,tt0019379,Show People,,83,3695.0,True,1928
76,tt0020018,In Old Arizona,,95,1049.0,False,1928
80,tt0020793,Escape from Dartmoor,,88,1102.0,True,1929
90,tt0022125,Marius,,130,2251.0,True,1931
99,tt0022626,American Madness,,75,1996.0,True,1932
107,tt0023622,Trouble in Paradise,,83,14090.0,True,1932
113,tt0023876,Cavalcade,Cavalcade,112,5038.0,False,1933
129,tt0024593,Son of Kong,,70,4501.0,False,1933
164,tt0027532,Dodsworth,,101,8817.0,True,1936
169,tt0027977,Modern Times,,87,231243.0,True,1936
171,tt0028070,Our Relations,,71,3077.0,True,1936
179,tt0028315,Stowaway,,87,1323.0,True,1936
190,tt0028816,Easy Living,Easy Living,88,3417.0,True,1937
203,tt0029747,Way Out West,Way Out West,66,8109.0,True,1937
204,tt0029844,The Adventures of Tom Sawyer,The Adventures of Tom Sawyer,91,1967.0,True,1938
208,tt0029957,La Bete Humaine,,100,7375.0,True,1938
211,tt0030127,The Baker's Wife,,133,1991.0,True,1938
217,tt0030637,Pygmalion,,96,8475.0,True,1938
225,tt0031210,Dark Victory,Dark Victory,104,10794.0,True,1939
226,tt0031225,Destry Rides Again,Destry Rides Again,95,11094.0,True,1939
244,tt0031851,The Return of Doctor X,The Return of Doctor X,62,2157.0,False,1939
248,tt0032080,Union Pacific,,135,2941.0,True,1939
260,tt0032339,A Chump at Oxford,A Chump at Oxford,62,3834.0,True,1939
261,tt0032390,The Devil Bat,The Devil Bat,68,2946.0,False,1940
268,tt0032653,Jud Suss,,98,3135.0,False,1940
290,tt0033722,Hold Back the Dawn,,116,2358.0,True,1941
294,tt0033787,King of the Zombies,King of the Zombies,67,2150.0,False,1941
318,tt0034890,In This Our Life,,97,4742.0,True,1942
330,tt0035228,The Courtyard of the Ballads,,121,1192.0,True,1942
342,tt0035966,Hangmen Also Die!,Hangmen Also Die!,134,5268.0,True,1943
356,tt0036653,Bluebeard,Bluebeard,72,1823.0,False,1944
360,tt0036855,Gaslight,,114,27003.0,True,1944
362,tt0036922,Hollywood Canteen,Hollywood Canteen,124,2160.0,True,1944
383,tt0037614,The Corn Is Green,The Corn Is Green,115,2845.0,True,1945
399,tt0038348,Beauty and the Beast,La belle et la bête,96,25773.0,True,1946
429,tt0039370,The Farmer's Daughter,,97,2514.0,True,1947
431,tt0039420,The Ghost and Mrs. Muir,The Ghost and Mrs. Muir,104,18151.0,True,1947
446,tt0039737,Pursued,Pursued,101,3148.0,True,1947
455,tt0040321,Enchantment,,100,1142.0,True,1948
456,tt0040338,The Fallen Idol,The Fallen Idol,95,8372.0,True,1948
458,tt0040427,He Walked by Night,He Walked by Night,79,5714.0,True,1948
468,tt0040662,Oliver Twist,,116,12121.0,True,1948
469,tt0040705,Portrait of Jennie,,86,6688.0,True,1948
477,tt0040872,They Live by Night,,95,7917.0,True,1948
488,tt0041487,House of Strangers,House of Strangers,101,3306.0,True,1949
496,tt0041786,The Reckless Moment,,82,4801.0,True,1949
520,tt0042876,Rashomon,Rashômon,88,161820.0,True,1950
522,tt0042906,La Ronde,La ronde,93,5243.0,True,1950
525,tt0043014,Sunset Blvd.,Sunset Blvd.,110,213309.0,True,1950
585,tt0045693,Do Bigha Zamin,,131,1970.0,True,1953
592,tt0045897,I Confess,,95,20385.0,True,1953
605,tt0046451,Touchez Pas au Grisbi,,94,7466.0,True,1954
609,tt0046757,Beachhead,Beachhead,90,1030.0,False,1954
622,tt0047478,Seven Samurai,,207,332152.0,True,1954
624,tt0047507,The Snow Creature,,69,1058.0,False,1954
627,tt0047573,Them!,,94,21361.0,True,1954
635,tt0047898,Bride of the Monster,Bride of the Monster,69,7039.0,False,1955
639,tt0048028,East of Eden,East of Eden,118,43999.0,True,1955
640,tt0048055,The Far Country,,97,7308.0,True,1954
643,tt0048308,Lola Montes,Lola Montès,116,5254.0,True,1955
662,tt0048729,To Hell and Back,,106,5239.0,True,1955
678,tt0049259,Gervaise,,112,1420.0,True,1956
680,tt0049287,Gunslinger,Gunslinger,78,1623.0,False,1956
682,tt0049293,The Captain from Kopenick,,93,1644.0,True,1956
690,tt0049552,Nightfall,Nightfall,78,3908.0,True,1956
696,tt0049777,The Solid Gold Cadillac,,99,1728.0,True,1956
716,tt0050414,From Hell It Came,From Hell It Came,71,1780.0,False,1957
719,tt0050539,The Incredible Shrinking Man,The Incredible Shrinking Man,81,17367.0,True,1957
733,tt0051003,The Spirit of St. Louis,,135,7815.0,True,1957
745,tt0051484,The Colossus of New York,,70,1074.0,False,1958
750,tt0051776,The Inn of the Sixth Happiness,,158,4795.0,True,1958
751,tt0051790,"Ivan the Terrible, Part II: The Boyars' Plot",,88,7189.0,True,1958
757,tt0051959,Murder by Contract,,81,3438.0,True,1958
792,tt0052809,The Five Pennies,The Five Pennies,117,1921.0,True,1959
812,tt0053198,The 400 Blows,,99,112705.0,True,1959
869,tt0054353,The Sundowners,The Sundowners,133,4101.0,True,1960
