Unnamed: 0,tconst,primaryTitle,originalTitle,runtimeMinutes,numVotes,label,year
2,tt0009369,Mickey,Mickey,93,1119.0,False,1918
15,tt0014142,The Hunchback of Notre Dame,,133,5288.0,True,1923
21,tt0014945,Girl Shy,Girl Shy,87,3327.0,True,1924
45,tt0017048,A Page of Madness,,70,3357.0,True,1926
48,tt0017350,The Scarlet Letter,,115,1768.0,True,1926
51,tt0017961,Happiness,,95,1080.0,True,1935
52,tt0018054,The King of Kings,The King of Kings,160,2081.0,True,1927
72,tt0019429,Street Angel,Street Angel,102,2314.0,True,1928
79,tt0020768,City Girl,,77,3199.0,True,1930
98,tt0022599,A Nous la Liberte,À nous la liberté,104,4392.0,True,1931
154,tt0027075,A Tale of Two Cities,A Tale of Two Cities,128,5596.0,True,1935
161,tt0027441,Charlie Chan at the Race Track,Charlie Chan at the Race Track,70,1461.0,True,1936
184,tt0028575,Angel,,91,2698.0,True,1937
219,tt0031002,The Young in Heart,The Young in Heart,90,1332.0,True,1938
220,tt0031022,The Adventures of Sherlock Holmes,,85,6616.0,True,1939
224,tt0031149,Charlie Chan in Reno,Charlie Chan in Reno,71,1366.0,True,1939
241,tt0031754,On Borrowed Time,On Borrowed Time,99,1896.0,True,1939
245,tt0031867,The Roaring Twenties,,106,13611.0,True,1939
264,tt0032484,Foreign Correspondent,Foreign Correspondent,120,19974.0,True,1940
269,tt0032701,The Letter,The Letter,95,12714.0,True,1940
284,tt0033477,Come Live with Me,,86,2011.0,True,1941
285,tt0033532,All That Money Can Buy,All That Money Can Buy,107,4908.0,True,1941
288,tt0033677,The Great Lie,,108,3811.0,True,1941
296,tt0033836,The Little Foxes,,116,11473.0,True,1941
298,tt0033873,Man Hunt,Man Hunt,105,5231.0,True,1941
299,tt0033874,The Man Who Came to Dinner,The Man Who Came to Dinner,112,7446.0,True,1942
315,tt0034694,Edge of Darkness,,119,2249.0,True,1943
332,tt0035417,The Talk of the Town,,118,8004.0,True,1942
344,tt0036098,Lassie Come Home,,89,5312.0,True,1943
